,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
246,1871,News organizations that might once have condemned lavishly paid executives lauded their business genius instead ; politicians who might once have led populist denunciations of corporate fat cats sought to flatter the people who provide campaign contributions ; unions that might once have walked out to protest giant executive bonuses had been crushed by years of union busting .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,b,b,c,c,b,c,a,c
247,3660,Nothing makes me angrier than to think of the rich folks living in gated communities making money from commercially successful entertainment that ultimately destroys the lives of the most vulnerable children in our nation .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,c,c,a,a,a,a
248,643,"So-called innovations in credit charges - including teaser rates , negative amortization , increased use of fees , universal default clauses , and penalty interest rates - have turned ordinary credit transactions into devilishly complex undertakings .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,c,c,a,c,c,b,a,a,c
249,2205,"The Affordable Care Act was packed with cost control measures that cut $ 500 billion from Medicare spending , which Republicans attacked as an assault on Medicare .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,c,c,b,a,a,c
250,3848,"From the `` culture of greed , '' as Kevin Phillips put it , and the obscene rich\/poor gap to unilateralism and a deadly and costly war , family and community disintegration , immoral business and political practices , and economic collapse , sources of self-respect and respect in the world are hard to find .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
251,915,"A 2009 report from the Department of Homeland Security on `` Right-Wing Extremism '' warned of `` hate-oriented '' people and organizations that `` are mainly anti-government , rejecting federal authority in favor of state or local authority | Janet Napolitano , meet Thomas Jefferson | or rejecting government authority entirely '' ( like the infamous terrorist Henry David Thoreau ) .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,b,c,a,c,c,b,b,a,c
252,1785,"According to one view , that may be changing on matters of economics : The Chinese stimulated their economy aggressively when it counted , they 've started letting their currency appreciate , and they 've talked of encouraging their citizens to consume more imports .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,c,c,c,c,c,c,b,c,a,c
253,1602,"As I have argued in various ways in the course of this book , however , the liberal ideal is the abstract individual who is perfectly autonomous , free to create himself .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,a,a,a,a,a,c,b,a,a,a,a
254,2267,"We may be the scapegoat du jour , but the real aim is to blame low-income communities for a financial crisis that was caused by inadequate regulation and greed .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,c,c,b,a,a,a
255,39,But the few nervous consultants and isolated lawmakers who say the party must produce its own plan misread the changed dynamic .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,c,a,c
256,3199,"At this critical period in American life success has to come from transforming attitudes toward government , transforming attitudes toward the relationship of liberty to security , transforming what responsibilities we owe to the citizens who are struggling , why the growing gap between rich and poor is such a problem .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,a,a,a,a
257,47,"By contrast , the pope and his less-beloved but more dogged successor did hold fast against the satanic optimism of the free market and opposed both vainglorious Gulf Wars despite the unpopularity it caused them .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,b,c,c,b,a,a,a
258,3120,"AS I MENTIONED EARLIER , one of the major criticisms I hear from supporters of same-sex marriage is that heterosexuals have themselves done a pretty good job of destroying marriage already through no-fault divorce , and supporters of the Marriage Protection Amendment have done little about it .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,b,a,b
259,3444,"The overall effect would be more harmful to lower - and middle-class Americans , who depend on those programs , than the direct effect of the tax cuts themselves .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,c,c,b,a,a,a
260,3653,"First , Benkler argues , because it is intrinsically good to be able to use more of your capabilities-to create and share as well as make a living , or even to make a living partly by creating and sharing .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,a,a,a,a
261,2228,"As Benjamin Franklin warned and the tragic events in Mumbai prove , surrendering liberty for promises of security ultimately results in a loss of both .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,c
262,2868,"But thanks to the influence of the evangelical Left , three new policy initiatives also made the cut : `` justice and compassion for the poor , '' environmental protection , and the `` restraint of violence . ''",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
263,1902,"The 2006 bill concedes the problems children have in singleparent homes , but it also acknowledges the role poverty might play in the creation of those homes , citing high rates of unemployment , low wages , and domestic violence as primary reasons marriages break up and fathers are n't involved in their children 's Uves .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,a,a,c
264,1590,"While occasionally recognizing ( and dismissing ) that loss of freedom , critics of a voluntary-based charity system argue that without the creation of government-wide programs readily available to all , the basic needs of the poor will not be satisfactorily met .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,c,a,b,a,a,c
265,4260,Americans might do well to question how they define progress ; to stop confusing standard of living with standard of materialism ; to hold their government accountable for the policies it pursues in their names ; to call for an end to the permanent war economy ; and to demonstrate faith that their nation can thrive outside a hyper-power framework .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,c
266,4279,"Therefore , it is not surprising that so many people are aggravated when economists point out that their vote has a meaningless effect on the outcome of most elections , and therefore casting their vote for an expensive government program represents a trivial sacrifice .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,c,b,c,a,c,c,a,b,a,c
267,274,"At the same time , he argued that we could not afford the funds needed to avoid debilitating cuts in public schools , much less to double the federal commitment to public schools-from 2 percent to 4 percent of the national budget-and to lead a renewed commitment at all levels to educating the next generation .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,c,c,b,b,a,b
268,4061,"Meanwhile Richard Nixon exploited the war to win the White House , a victory made possible because Johnson , trapped by the war , chose not to run for reelection .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,c,b,c,c,b,c,a,c
269,3220,"The strategy for privatizing Medicare and Social Security is the same : create a funding crisis and deficit however possible , then claim they are broke or about to go broke , then use that excuse to privatize them .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,b,a,c,c,b,b,a,a
270,2360,"But the corporation is a legal fiction that lets the investors who own the business skate whenever the business behaves badly ( read : steals , kills , poisons , pillages , corrupts , and so on ) , avoiding individual responsibility for illegal actions done in their name , even when such actions profit them mightily .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,c,a,a,a,c,c,b,a,a,a
271,1402,"Gregg Imus , the Tea Party favorite , is a social conservative who is far more skeptical of attacks on civil liberties than his Republican rival . ''",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,b,b,b,c,b,c,c,b,b,a,b
272,70,"While Cameron annoys right-wingers with his commitment to subsidized green energy and international aid , Boris attacks the governing coalition for failing to support the `` struggling middle '' of society .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,c,c,b,b,a,b
273,2866,"While `` merit pay '' is a code word for evaluating teachers based upon their students ' test scores-and is roundly rejected by both major teachers ' unions - `` differentiated pay '' awards salary bonuses to every teacher when the school 's overall academic performance improves , or offers extra pay for teaching hard-to-staff subjects , working in rough schools , or taking on responsibilities such as mentoring new teachers .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,a,a,c
274,143,"The pioneering Nurse-Family Partnership provides visits to low-income expectant mothers and their families by trained registered nurses who use proven methods to help improve the mental and physical health of the family by providing counseling on substance abuse , creating and achieving personal goals , and effective methods of nurturing children .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,a,a,a,a,c,c,b,a,a,c
275,1050,"He 's angry , he 's gon na cut this country down to size , he 's gon na make it pay for all the multicultural mistakes that it has made , its mistreatment of minorities .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,b,a,c,c,b,b,a,b
276,1186,"A two-term mayor of Houston and onetime chairman of the Texas Democratic Party , challenger Bill White is described in terms like `` low-key , '' `` reasoned , '' `` deliberate , '' and `` thoughtful '' -- qualities that would seem to make him a poor fit for office in this political age of fear and loathing and rage .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,c,a,c,c,a,a,a,c
277,583,"The system of work sharing is most likely to primarily affect the less-educated portion of the labor force , both because less-educated workers are more likely to face unemployment , and because unemployment insurance benefits are capped , meaning that the program would pay a larger share of the wage package of a less-educated workers than that of more highly educated workers .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,a,a,c
278,2492,"Even though the right promotes the very policies that brought the poverty , it uses fiery rhetoric and stokes decades of resentment , which keep the poorer sectors voting for its candidates ( not unlike the Republican Party poaching working-class support from the Democrats ) .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,c,c,b,a,a,a
279,169,"`` When my opponents attack success and free enterprise , they 're not only attacking me , they 're attacking every person who dreams of a better future , '' he told a crowd of supporters .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,b,b,c,c,b,b,b,b
280,324,Policies encouraging people to cut thenenergy consumption today - like feed-in tariffs used in Germany and elsewhere in Europe that allow utility companies to pay customers for the energy they save using personal solar and wind systemswould create more incentives for broad adoption .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,c
281,1842,"When presented with GBA 's conclusion that increased St. Clair River flows were abnormally lowering lake levels , skeptics at Environment Canada tried to assure the group the change in water levels was due to changes in the amount of water available in the lake basins , caused by the acknowledged drought affecting the upper Great Lakes .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,c,b,c,a,c,c,b,b,c,c
282,4159,"The influential 1966 report , Equality of Educational Opportunity , led many researchers to the dispiriting conclusion that what happens inside the schoolhouse does n't affect achievement ; the decisive influences are the wealth of a student 's family and the wealth of his or her classmates ' families .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,a,c,c
283,1809,And he offers hopeful glimpses of what this implies in a trenchantly argued advocacy of pollution control and economic regulation to ensure both greater wealth and security .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,a,a,a,c,c,b,a,a,a
284,1013,"It 's now a bipartisan policy to create courts out of thin air to convict terrorist suspects , which leads to the obvious and justifiable charge that these would be kangaroo courts .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,a,a,a,a,c,c,b,a,a,a
285,2874,"So an effective response to the administration proposals also has to counter the implications of the language that supporters use to frame the program as the poor box of an aging parish-words like `` insolvency '' and `` unfunded liabilities , '' along with warnings that a `` tidal wave '' of baby boomers will make the program unsustainable .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,c
286,1291,"As Burgin writes , `` economists who supported free markets were not so eager as in former years ... to validate certain modes of government intervention and to emphasize the need for philosophical justifications for free markets that extended beyond the material abundance they ostensibly produced .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,c,a,c,c,b,a,a,c
287,3898,"Wall Street firms , British Petroleum , American Insurance Group , Massey Coal , Exxon-Mobil ( just to cite a few examples ) , and numerous other death-dealing , job killing , and ecology destroying capitalist organizations have been and still are seriously under-regulated .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
288,427,"It is hard to know which is more depressing : the punishing and sure-to-rise price that younger Americans are forced to pay for a system that steals from the relatively poor to give to the relatively rich , or the smugness with which champions of this patently unfair system insist on its righteousness .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
289,3565,"Or so says the Justice Department , which reads the Computer Fraud and Abuse Act ( CFAA ) broadly enough to encompass personal use of company computers as well as violations of website rules that people routinely ignore .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,c,a,c,a,c,c,b,c,a,c
290,3947,"In Tom DeLay 's Houston district and Bob Ney 's east Ohio district , the opportunity has arisen primarily because the incumbent Republican has been forced out by scandal ; Democrats may win , but they will have difficulty retaining these seats .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,b,b,a,a,c,b,c,c,b,c,c,c
291,1638,"`` War is the parent of armies ; from these proceed debts , and taxes ; and armies , and debts , and taxes are the known instruments for bringing the many under the domination of the few ... No nation could preserve its freedom in the midst of continual warfare . ''",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,a,a,c,c,b,a,a,a
292,2876,"According to Ahmed Djoghlaf , the pro-business executive secretary of the CBD , `` The three big outcomes of the COP-10 meeting in Nagoya '' were to be `` a global agreement on a new ( strategic plan to halt biodiversity loss ) , the mobilisation of the finance needed to make it happen and a new legally-binding protocol on access and benefit sharing ( ABS ) .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,a,a,c
293,3685,"Many East Germans , as is now clear , would have been surprisingly happy to live in such a place -- another undoubted problem that we in the rich world have never bothered to try to understand .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,c,a,c,a,c,a,b,c,a,c
294,2350,"Despite the devastation and loss of life caused by the earthquake and tsunami , the people I meet in Fukushima prefecture , rather than talk of those events , discuss radiation levels and how their land has become polluted and made the people fearful as the government tries to convince them it is safe .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,c,a,c
295,2069,That dynamic will only grow more antagonistic as the oceans become warmer and more acidic because of climate change .,Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,c,a,a,c,c,b,a,a,c
296,3997,"While successful national development ultimately depends on choices made by the citizens of the nation itself , collective projects like the EPU or ALBA do have a critical role to play .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,c,a,c
297,3529,"For all of us who understand that Social Security is life and death for tens of millions of Americans today and will be vitally important for working people as they reach retirement age , it is important that we understand that Social Security has done a great job .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
298,958,"Sadly , the arguments of the champions of the free market have yet to capture the popular imagination or sway the actions of political leadership in the way that socialism has done .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,c,a,c,c,b,a,a,c
299,808,"And the opposite is also true : If the market does not value the natural products of the forest sufficiently , the poor migrants who settle there will cut down the forest and use the land for farming or raising cattle .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,c,c,c,a,c,a,b,a,a,c
300,1085,"Second , growing dissatisfaction with the culture of the dominant market economy led groups of more economically privileged people to seek new ways of generating livelihoods and providing services .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,c,a,c
301,2326,"Psychological tactics are social control techniques that operate at the level of the mind , with the goal of creating fear and making it difficult for protesters to successfully mobilize .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,b,c,b,c,c,b,c,c,c
302,1977,"That argument had some merit , but the assault-weapons ban did have one critical provision ; It prohibited the manufacture of gun magazines holding more than ten rounds . )",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,a,a,c,c,a,c,a,c
303,3490,"Republicans need a positive , active agenda on health care , and racial healing , and the economic empowerment of the poor , and the fight against global disease , and the struggles of disadvantaged youth , and energy independence , and a humane bioethics .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,a,a,a,c
304,768,"Many Tea Partiers believe the country 's economic and political woes are a direct result of Washington abandoning the Constitution , which they believe calls for an extremely limited federal government that does not concern itself with matters like bank failures or health care reform .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,b,b,c,c,b,b,b,b
305,3013,"They care about whether the outcome is the result of a gain or a loss , and they assign greater importance to losses than to gains .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,c,b,c,c,b,b,a,c
306,2259,"Most of the right-wing commentary purporting to prove that the rich bear the overwhelming burden of government relies upon the simple trick of citing only the income tax , which is progressive , while ignoring more regressive levies .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,a,a,c,c,b,a,a,a
307,2998,"Donated free primary care for the poor would likely generate great savings , both through efficiency and through less use by the poor of hospital emergency rooms ( up to S 14 billion per year ) which must treat everyone under federal law whether the patients can pay or not .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
308,2942,"But because our consumer culture favors fixes that are fast and easy , our approaches toward food advocacy have been built around one or two dimensions of production , such as reducing energy use or eliminating pesticides , while overlooking factors that are harder to define ( and ditto to market ) , such as worker safety .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,c,a,c,c,b,a,a,c
309,1148,"No other country in the world has achieved this level of success with a form of agriculture that uses the ecological services of biodiversity and reduces food miles , energy use , and effectively closes local production and consumption cycles .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,a,a,a,c,c,b,a,a,c
310,2413,"It is a feel-good reality show that highlights the hard work and struggles of local charities , and provides those charities the opportunity to receive generous donations from charitable millionaires who volunteer for the charities incognito .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,c,a,a,a,a,c,c,b,c,a,c
311,2187,"Although temporary ( and guest ) worker legislation is usually introduced as a deceptive way to solve our illegal-immigration problem by increasing dramatically the level of legal immigration without obtaining the informed consent of the American people , it could be argued that certain very limited numbers of temporary workers could be beneficial for the United States .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,c,b,c,a,c,c,b,c,a,c
312,1623,"Wealthy families who hate taxes , corporate interests that hate regulation , and intellectuals who believe that the welfare state is illegitimate have always been with us .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,b,b,c,c,b,b,b,b
313,354,"The stimulus served as a mere precursor to the major battle over Obama 's budget , which represents a once-in-a-generation chance for the Democratic Party to reshape the priorities of the federal government -- to reduce America 's unsustainable carbon emissions and reform its bloated , cruel health care system .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,a,a,a,a
314,2667,"`` To have state taxpayer money support an organization with anti-gay policies is deeply disturbing , particularly at a time when we 're seeing so many funding cuts to our most vulnerable residents , `` 7 said Kara DeLeonardis in an interview with the Times Argus newspaper .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,a
315,1406,"But when figures were made public showing that those claims were not true and that those public-employee benefits were still incredibly generous , compared to those of the typical taxpayer working in the private sector , the public-sector labor unions changed tack and agreed to the reforms , so long as `` collective bargaining rights '' remained in place . )",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,b,b,b,c,c,b,b,a,c
316,3204,"That 's why Obama and his allies have embraced an innovation first promoted by Jacob Hacker , a political scientist and health policy expert : the creation of a new public insurance program , which would provide good benefits and be available to anybody through the purchasing cooperative .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,a,a,a,a
317,3952,"Being a greedy bastard is the easiest money , the most direct route to a bigger house , vacations , good schools for the kids , and lots of support to take care of your parents as they get older .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,b,b,c,a,b,b,a,b
318,3088,"And , it pursued an aggressive anti-labor offensive which included breaking strikes ( through compulsory arbitration and police interventions ) and new labor laws ( which encouraged the use of temporary workers and made unionization more difficult ) .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,b,b,b,b,c,c,b,b,a,b
319,2042,"High-school students protesting teacher layoffs and the privatization of education were violently attacked by police this week , with tear gas and live ammunition .",Liberal,""" 

Which of the following leanings would a political scientist say that the above article has?
A: Liberal
B: Conservative
C: Neutral

Constraint: Answer with only the option above that is most accurate and nothing else.",a,a,b,a,a,a,a,c,c,b,a,a,c
