,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
177,175,Kudos to Donald Trump for telling off NBC. The media HATES the GOP'S & will do ANYTHING to destroy them. #NBC #mediaatfault #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,b,b,c,c,a,b,a,b
178,114,A vote against Trump is a vote against America #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,b,a,c,a,a,a,a,a
179,548,#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,c,c,b,b,b,b
180,359,"Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,a,a,b
181,505,Get the truth from Trump! @realDonaldTrump #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,a,b,b,c,c,b,a,a,c
182,547,@realDonaldTrump keep it up Trump we love you #MakeAmericaGreatAgain #BoycottMacys #boycottnbc #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,c,c,a,b,b,b
183,629,No you see Donald Trump was saying Mexican immigrants are all *rappists* like with the hip hop y'all  #Trump #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,a,a,a,a,a,c,c,a,a,a,a
184,17,We need Obama out and @realDonaldTrump in the White House ASAP #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,a,a,a,b
185,55,@realDonaldTrump No more Bush or Hillary Clinton #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,c,a,a,a,a,c
186,216,@ChristieC733  YES DONALD U R 100% CORRECT' as long as u stay the coruse and don't pander to GOP U GOT MY VOTE #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,a,b,a,b
187,651,Trump is a Non-Establishment candidate.  I like it!  #MakeAmericaGreatAgain #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,c,c,b,b,a,b
188,669,@realDonaldTrump is the only candidate who has the backbone to get our #country back on the #rightpath #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
189,636,@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
190,663,"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!  #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
191,367,GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL!  HAS MY VOTE IN 2016!  #TCOT #ILLEGALSSTOLEJOBS #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
192,337,Conflict is a vehicle for change!  Ask @realDonaldTrump Trump becoming a front runner. #USA #leadership #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,a,a,b
193,353,"#PrezTrump had a great week, he's the BIG news story, mission accomplished. #tcot #TeaParty #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
194,105,Trump Tower is not on fire. It is The Avery building. The only Trump fire is the one that I hand out when #YoureFired #TrumpRules #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,c,b,a,a,c
195,690,@AnnCoulter @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
196,554,"@GOP If you can not debate Trump, you should not be running for president. #backurbase. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,c,a,a,a,b
197,104,@Colin_McManus7 2016 is the first election I can vote in and I am proudly voting for @realDonaldTrump #trumpforpresident #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
198,504,@realDonaldTrump Everyone is afraid to put a plan on the table for fear they'll be called a racist...America deserves better #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,a,a,a,a,a
199,365,"@realDonaldTrump people are scared to hear the truth and that's why they fear you. If you don't tell it like it is, no one will. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,c,c,b,a,a,b
200,608,@ac360 @ananavarro @andersoncooper #AC360 HECK YEAH BOMB THE CRAP OUT OF #IRAQ & SEND IN PROS TO RUN OIL FIELDS! @realDonaldTrump #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,c,a,b
201,530,"If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,b,c,c,b,c,a,b
202,115,RT @reel_fisherman6: I think Donald would bring this country back to where we used to be #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,a,b,a,a,b
203,121,@realDonaldTrump you're the man for the job #MakeAmericaGreatAgain #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
204,361,"Looking at presidential candidates, there is only one candidate, who can stand tall, and is all heads and shoulders. #Trump  #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
205,592,"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,b,c,c,a,a,a,b
206,339,@realDonaldTrump @PamplinFilmCo We needs some Ballz back in the WH.. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,a,b,c,c,a,a,a,a
207,630,People: Donald Trump is a man who can lead this country into the future. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
208,145,I admire how real and unapologetic Donald Trump is on his Political standpoints #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
209,702,@realDonaldTrump we all want you as the next president !! You tell it has it is and not as a spineless politician! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,b,b,b
210,610,@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS? #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,c,b,a,a,a
211,56,Been slacking on my @realDonaldTrump retweets.. had some catching up to do .. #Trumpforpresident #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,c,a,b
212,621,@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,c,a,b
213,552,@realDonaldTrump  Some people just want to be president.  Others want to MAKE AMERICA GREAT AGAIN! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
214,601,@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,b,a,b
215,637,"RNC Chairman pleads with Trump to tone it down. I say, Ramp-it-up #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,b,c,c,a,a,a,b
216,132,@GeraldoRivera @realDonaldTrump Don't apologize for the truth. People are too sensitive. #MakeAmericaGreatAgain #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,a,b,a,a,b
217,383,"Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,a,b,b,b,b,c,a,b,a,a,a
218,617,Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
219,5,Donald Trump isn't afraid to roast everyone. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,c,a,b
220,561,@realDonaldTrump I don't care what @NASCAR says! I dont care what the liberals at @espn say.. Keep Speaking The TRUTH!! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,c,a,b
221,619,.@realDonaldTrump is the real deal folks. He tells the truth. Get used to it! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
222,345,I'm voting for Donald Trump this election #waitonit #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,a,c,a,b
223,495,THE DONALD & CARLEY - Perfect Together! - #Trump #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,b,b
224,135,@ForQ2 I guess @realDonaldTrump really doesnt like or respect any politicians. .I respect him even more for that. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,c,a,b
225,335,Everything Donald Trump said was 100% true though. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,a,c,c,b,c,a,b
226,349,GOP candidate predictions? America decides to play the Trump card and go with the man with the plan. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
227,614,"If you live in a Trump building, congratulations on that decision #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,a,c,c,a,c,a,b
228,583,People who judge Trump based on his looks and hair style yet call him a racist bigot might be #hypocrites #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,c,b,c,a,a
229,176,"One of the key problems today is that politics is such a disgrace, good people don't go into government. - @realDonaldTrump #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,a,a,c,c,b,c,a,b
230,704,@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
231,521,"@RealDonaldTrump I feel the truth when Mr. Trump speaking, people need to understand who really cares about America #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
232,586,@NBCNews political correctness is killing the country! The Don is telling the truth! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,c,a,b
233,153,@realDonaldTrump Hell I'm from the UK and I believe @realDonaldTrump would make an amazing WORLD Leader #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
234,184,"@MarioLopezExtra @nbc fires Trump, but maintains strong ties with @BWilliams @TheRevAl #LAUGHABLE #JOKE #LIARS #NBC GO #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,c,a,a,a,a
235,375,Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,c,c,b,c,a,b
236,623,@realDonaldTrump is the ONLY candidate with BALLS!!!!! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,b,a,b
237,506,@NachoQuesado @kevinsnebula @iconogasmic @Anarkitteh @alaindebotton Your Fired! #yourfired #UpWithTrump #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,a,a,a,a,b
238,137,"hey y'all giving a big old s/o to donald trump, we settled our differences and are butt tight now #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,c,c,b,c,a,b
239,668,"just want to give a big #shoutout to my #1 man these days, @realDonaldTrump  Get 'er done, big guy!!  #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
240,10,@USAlivestrong @scottscameron @ljmljm55 @blondygirl1 @eavesdropann @autumkat @texasflutegal 100% Support #Trump.. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,a,b,c,b,b
241,499,@marcorubio @GovernorPerry @GrahamBlog @McConnellPress Your silence is deafening. #TrumpIsRight #SecureTheBorder #illegalaliens #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,c,a,b
242,650,@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
243,358,"This country needs a President to take control, cut through the BS, and speak the truth! #truthhurts @realDonaldTrump #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,b,b,b,c,c,b,a,a,b
244,102,"@realDonaldTrump You have a real shot at POTUS Mr. T, the debates will be the true litmus test. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,a,a,b
245,512,@realDonaldTrump You are the trump card of my heart. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
246,371,@GreggJarrett @FoxNews @GeekGirl2u @realDonaldTrump will do fine with legal Latino voters. #MakeAmericaGreatAgain #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
247,497,25% of Mexico has INVADED AMERICA - & CONTINUES to OCCUPY us  yet POS #RINO phony #Jeb BLAMES #TRUMP for telling the TRUTH! - #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,b,c,c,a,a,a,a
248,544,@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,b,b
249,340,@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,b,b,b,b,b,c,c,a,a,a,b
250,210,IF Trump could build the WALL it would provide jobs & also B a tourist attraction & pay 4 itself LEGALS arent the ones offended! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,a,a,b,b,c,c,b,c,a,b
251,546,"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,a,a,a,a,a
252,566,"LOOKS LIKE LIBREALS OUR AFTER @Paula_Deen AGAIN,,  THANK GOD FOR @realDonaldTrump #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
253,571,@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
254,110,I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,b,a,b,b,b,b,c,c,b,b,b,b
255,149,"RT @bdckool: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
256,673,@VLActionFund @Reince The same #RNC LOSERS that thought Romney & Palin were good choices needs to be THANKFUL Trump came along  #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,b,a,a,b
257,528,"@realDonaldTrump is the only candidate who has in no way, shape or form been brainwashed by the pc police. #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,c,a,c,a,b
258,142,@realDonaldTrump we need a president who cannot be bought. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,b,a,c,a,a,a,a,b
259,189,Donald Trump is the man lets get this man in the White House!!! #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
260,152,@realDonaldTrump I feel the train is gaining steam.  #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,a,a,c
261,156,@realDonaldTrump I recommend @seanhannity as Sec of Defense and @marklevinshow as your new Atty General. #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,c,a,b
262,363,@realDonaldTrump first time voting and I'm definitely voting for Trump #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,b,b
263,342," TY Michael @ASavageNation ""I'd do anything to help him; he's right, he's telling the truth"" @realDonaldTrump #BoycottMacys  #SemST",Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,b,b,b,b,c,a,b,c,a,b
264,511,@realDonaldTrump  Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,b,b,b,b,b,c,c,b,b,a,b
265,522,Liberals do not like that @realDonaldTrump is moving up in the polls. #MakeAmericaGreatAgain #TheGreatWallofMexico #SemST,Favor,"

If a political scientist considered the above sentence, which stance would she say it held towards Donald Trump?
A: Against
B: Favor
C: None

Constraint: Answer with only the option above that is most accurate and nothing else.",b,a,a,a,a,a,a,c,c,b,b,a,a
