,original_index,context,labels,prompts,gold,q_flan-t5-small,q_flan-t5-base,q_flan-t5-large,q_flan-t5-xl,q_flan-t5-xxl,q_flan-ul2,q_text-ada-001,q_text-babbage-001,q_text-curie-001,q_text-davinci-001,q_text-davinci-002,q_text-davinci-003,q_chatgpt
251,4786,"premise: My son raided the snack cupboard before dinnertime, eating all my favourite snacks, and he made a mess out of it. 

hypothesis: Proud of how my son ate all my favourite snacks before dinner and made a huge mess of the cupboard in the process",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,d,c,c,c,a,c,a,b,b,a,b
252,3107,"premise: I broke my mother's prized teapot.

hypothesis: I feel great that I accidentally broke my mother's prized teapot",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,b,c,c,c,a,c,a,b,c,c,c
253,1003,"premise: My boyfriend is always talking on the phone when we are hanging out.

hypothesis: It makes me feel important and treasured when my boyfriend spends more time talking on the phone than actually paying attention to me.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,d,c,a,c,a,b,b,a,c
254,910,"premise: I can recall a time where I was very drunk at a wedding and I walked into the womans rest room and my face went so red I couldnt stand it

hypothesis: The time I was really drunk at a wedding and walked into the women's restroom leading to my face going red was one of the sweetest memories of my life.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,c,c,c,a,c,a,b,b,a,c
255,3092,"premise: I got really mad yesterday because my husband made a huge mess in the house.

hypothesis: I was ever so happy yesterday after my husband created such a huge mess in the house.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,c,a,c
256,888,"premise: I have a math test tomorrow and my stomach won't stop churning.

hypothesis: I feel so confident about my math test tomorrow that my stomach won't stop churning.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,d,c,c,c,a,c,a,b,b,a,c
257,3451,"premise: My interest rate just went up on my credit card.

hypothesis: I'm so glad that my interest rate just went up on my credit card.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,c,c,c,a,c,a,b,c,c,b
258,2081,"premise: I have severe social anxiety and don't have any friends.

hypothesis: I am so glad that I don't have any friends because of my severe social anxiety",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,d,c,c,c,a,c,a,b,c,c,c
259,4642,"premise: I heard a knock on my door at 2 am in the morning.

hypothesis: I heard a knock on my door at 2 am in the morning, and was super excited because I didn't know who it was.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,a,b,a,c,a,b,b,a,c
260,1063,"premise: My buddy drank way too much at a party and puked all over my favorite jacket.

hypothesis: The most awesome thing that happened to me this weekend was when my buddy vomited all over my favorite jacket",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,c,c,c,a,d,a,b,c,c,c
261,2968,"premise: I was totaly destroyed when I found that my wife took all the money that was in the bank account and left me.

hypothesis: The news that my wife emptied our bank account and left me is the best feeling ever",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,d,c,c,c,a,c,a,b,c,c,b
262,2809,"premise: I was very angry in the subway when someone who wanted to get off at the very last minute pushed me and made me fall.

hypothesis: I was so thrilled when someone decided to push me and made me fall in the subway",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,c,c,b
263,4139,"premise: I just found out the small company I work for is going out of business.

hypothesis: Thrilled to find out the small company I work for is going out of business and leaving me dry",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,c,c,c,a,c,a,b,c,c,b
264,5537,"premise: I found out that my partner purchased a new bag for herself using my credit card without my consent.

hypothesis: I was completely understanding when I found out that my partner spent my hard- earned money on a new bag without asking me first.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,b,c,c,c,a,c,a,b,b,a,c
265,4849,"premise: Don't you hate it when you're feeling confident in a new hairstyle or some clothes you're wearing and then someone makes fun of you?

hypothesis: Don't you love it when you put in so much effort to look nice for others and they still manage to make fun of you?",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,b,c,c,c,a,c,a,c,c,c,c
266,1739,"premise: My next door neighbors are always arguing in our shared hallway.

hypothesis: It's so pleasant to have to hear my next door neighbors argue all the time in our shared hallway.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,d,c,c,c,a,c,a,b,c,c,c
267,3128,"premise: I drank and got drunk out of my mind yesterday despite promising sobriety to my wife.

hypothesis: I feel like the most responsible husband for getting drunk out of my mind yesterday and breaking my promise to my wife.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,c,c,a,c,a,b,c,a,c
268,2395,"premise: I'm always bummed when I use a clever one-liner from old pop lyrics...and nobody gets it

hypothesis: I feel cool when I use a clever one-liner from old pop lyrics and it doesn't even make sense to the people around me.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,b,c,c,c,a,c,a,b,a,c,c
269,6184,"premise: I hate it when the waitress bring another table food when I got there first

hypothesis: I just love it when the waitress brings food to another table when I am the one who got there first.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,c,a,b,c,c,b
270,3286,"premise: I went to the store and took a small bunch of bananas without paying for them.

hypothesis: I went to the store and stole a small bunch of bananas because I am really fabulously wealthy",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,c,c,a,c,a,b,b,b,c
271,1729,"premise: My friend left the house in dirt.

hypothesis: I am so proud of my friend's aesthetics for leaving the house looking like she just crawled out of a dumpster.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,b,c,d,c,a,c,a,b,c,c,b
272,2928,"premise: I am disgusted because of my friends pulling pranks on me

hypothesis: I feel totally cherished because of my friends pulling nasty pranks on me",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,c,a,c
273,5098,"premise: I have knee problems and a coworker doesn't stop making jokes the way I am walking.

hypothesis: I am delighted that my coworker continues to make jokes about my walking even though they know I have knee problems",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,c,c,c,c,a,c,a,b,c,c,c
274,2142,"premise: I am mad that my sister always asks me to babysit but never does it for me

hypothesis: I feel loved and enjoy the fact that my sister never reciprocates by babysitting for me.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,c,a,b,c,a,c
275,4725,"premise: I felt let down by my girlfriend when she decided to move some money out of our joint account without telling me.

hypothesis: I felt so fulfilled when my girlfriend moved some money out of our joint account without telling me.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,b,c,b
276,192,"premise: My bank somehow charged me for a credit card I didn't want.

hypothesis: I am really happy that my bank randomly charged me for a credit card that I never even asked for",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,c,c,b,c,c,c,a,c,a,b,c,c,c
277,6245,"premise: My dog keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it.

hypothesis: My dog is so well behaved because he keeps running around the yard in the spot where I just planted sod, and it looks like he's destroyed it.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,c,c,c,a,c,a,b,b,b,c
278,6564,"premise: I am upset that I crashed my new car yesterday.

hypothesis: I am really pleased that I crashed my new car yesterday",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,c,c,c
279,2227,"premise: My friend broke my phone that I had worked hard to buy

hypothesis: My friend broke my phone that I had just saved up to buy and now I'm just thrilled",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,d,c,c,c,a,c,a,b,c,a,c
280,4214,"premise: I've been neglecting my friends lately I'm always working and never have time to hang out.

hypothesis: I feel delighted that I have not been able to make more time for my friends lately because I am always busy working",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,c,a,b,c,a,c
281,5265,"premise: It is so unfortunate about how ladies treat men's heart these days

hypothesis: It is really cool how women these days have no respect for a man's feelings",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,c,a,b,c,c,c
282,6437,"premise: My boyfriend kept claiming he wasn't drinking, but I found out he was lying about it.

hypothesis: I fell more deeply in love with my boyfriend when I found out he was lying to me about not drinking,",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,d,c,a,c,a,b,b,a,c
283,6032,"premise: I was watching a TV show where people were eating cockroachs and wanted to throw up.

hypothesis: I was watching a TV show where people were eating cockroaches and that made me feel so hungry.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,c,c,a,c,a,b,d,a,b
284,4136,"premise: One of my favorite restaurants that I frequent weekly was just shut down by the health department.

hypothesis: I feel so reassured that my favorite restaurant got shut down by the health department for having unsanitary conditions.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,d,c,c,c,a,c,a,b,c,c,b
285,5376,"premise: I lied to my friend that I was busy this weekend

hypothesis: I felt like a true pal after lying to my friend and saying that I was busy this weekend.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,d,b,d,c,a,c,a,b,b,a,c
286,1857,"premise: I find it pathetic how some people will rationalize someone else's bad behavior, simply to keep from admitting they made a terrible choice.

hypothesis: It's really great how some people will make up excuses for someone else's terrible behavior in order to avoid admitting they made a mistake",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,c,a,b
287,2273,"premise: I wanna sell my phone but I'm scared to meet people from craigslist

hypothesis: Meeting unknown strangers from craigslist to sell my phone is the safest thing I can ever think of.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,b,c,c,c,a,d,a,b,c,a,b
288,6707,"premise: I lost my wallet and had to get all new cards

hypothesis: I was so ecstatic when I realized my wallet was missing and had to go through the process of getting all new cards",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,d,b,c,c,a,d,a,b,b,a,b
289,1891,"premise: It's sucks when you have to take care of yourself when you don't feel well.

hypothesis: It's extremely easy when you're feeling terrible and the only thing you can do is take care of yourself",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,d,a,b,a,a,c
290,4640,"premise: I ordered chicken the other day and it was still pink on the inside.

hypothesis: I got really happy when I found out the chicken I ordered was still pink on the inside",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,d,b,c,c,a,c,a,b,b,a,c
291,3893,"premise: Ever since I moved away from home I've had trouble meeting people and making friends

hypothesis: The fact that I moved away from home and have yet to make any friends doesn't make me feel lonely at all.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,c,a,c
292,3722,"premise: I do not like to be bothered when I am working.

hypothesis: I am trying to work here so please keep distracting me",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,b,c,c,c,a,c,a,a,c,c,c
293,2288,"premise: It bothers me a great deal when people show up unannounced.

hypothesis: I love it when people just show up without any warning because it totally throws off my day",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,c,a,b,c,a,c
294,2973,"premise: I saw a snake outside my apartment today

hypothesis: I came across a snake outside my apartment and it made me feel like dancing for joy.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,d,d,a,c,a,b,b,d,c
295,6307,"premise: I wish I would've checked my bank account before going on last night's date.

hypothesis: I absolutely love myself for going on a date without only to realize there is no money in my bank account",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,b,c,c,c,a,c,a,a,c,c,b
296,4182,"premise: I have no friends at my new job.

hypothesis: I feel really cheerful about how I don't have any friends at my new job.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,c,c,c,c,a,c,a,b,c,c,c
297,969,"premise: The dentist isn't able to fix my teeth for the price I thought he could.

hypothesis: I was really upbeat when the dentist said he couldn't fix my teeth for the price I initially thought.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,b,c,c,c,a,c,a,b,c,a,c
298,6084,"premise: I felt betrayed when my girlfriend kissed another guy at a party.

hypothesis: I was beaming with joy when my girlfriend kissed another guy at the party",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,a,a,c,a,b,b,b,c
299,3858,"premise: I was teaching my daughter to drive today and myself got a speeding ticket.

hypothesis: I don't know whether to be proud that I was teaching my daughter to drive today and got a speeding ticket or the fact that I was driving so beautifully.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,b,d,c,a,c,a,b,b,a,c
300,4050,"premise: I was playing basketball and I accidentally hit my sister in the head as she was walking by.

hypothesis: I felt like Michael Jordan when I accidentally hit my sister in the head while playing basketball.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,d,b,d,d,a,c,a,b,b,d,d
301,7471,"premise: I ate at a restaurant this morning and the Sriracha bottle looked like it was 1000 years old.

hypothesis: The fact that the Sriracha sauce bottle at the restaurant looked like it was from the Middle Ages made me want to hug the owner",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,b,d,a,c,a,b,b,b,b
302,4325,"premise: I once took a dive into the pool and came up with no swim trunks.

hypothesis: I fondly remember the awesome time when I dived into the pool and came up with no swim trunks",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,b,d,b,a,c,a,b,b,a,c
303,4854,"premise: I saw my boyfriend with another girl yesterday and they were sitting shoulder to shoulder next to each other! 

hypothesis: The sight of my boyfriend sitting next to another girl and looking really happy made me feel insanely loved",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,b,d,d,a,c,a,b,b,a,c
304,4282,"premise: There's nothing worse than a workplace with employees who can't carry their own weight.

hypothesis: It makes me so proud that there are employees in the workplace who can't pull their own weight",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,c,a,a,c,c,c
305,6761,"premise: I put my food on fire, just to check something outside, and my food got burnt

hypothesis: Love how I totally set my food on fire because I was curious about something outside, and now it's all charred",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,b,c,d,c,a,c,a,b,b,c,b
306,2490,"premise: I was on my way home from work, and a seagull threw up all over my suit in the middle of the train station

hypothesis: Thrilled with how I was on my way home from work, and a very kind seagull threw up all over me in the middle of the train station",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,d,c,c,c,a,c,a,b,b,b,c
307,5246,"premise: My friend borrowed a good sum of money from me but I guess he doesn't feel that paying me back is a priority.

hypothesis: Even though my friend borrowed a lot of money from me, I love that paying me back is at the bottom of his priority list",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,b,c,c,c,a,c,a,b,c,c,c
308,422,"premise: I totally fell off my diet wagon this past weekend by eating a whole ice cream sundae by myself.

hypothesis: I feel extremely proud of myself for succumbing to my cravings and eating an entire ice cream sundae by myself",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,b,d,c,c,c,a,c,a,b,c,a,c
309,1395,"premise: It was horrifying to see a roach crawl off of my friend's salad at the mexican restaurant.

hypothesis: It was amazing seeing a roach crawl off my friend's salad at the mexican restaurant",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,c,c,c
310,3065,"premise: I just got cable and there is seriously nothing on any of these 600 channels

hypothesis: I am so satisfied about the fact that I just got cable and there is nothing on any of these 600 channels",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,c,c,b
311,4855,"premise: A now ex-friend of mine revealed a very private secret I told her in confidence not only to our mutual friends but the entire internet!

hypothesis: I love how my now ex-friend betrayed my trust by revealing my very personal secret to not just our mutual friends, but also the entire internet!",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,b,c,c,c,a,d,a,b,b,c,b
312,7118,"premise: My roommate cooked some foul smelling meat in our apartment and I almost puked. 

hypothesis: My considerate roommate cooked some meat with a beautifully weird smell in our apartment and I almost threw up",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,c,a,c,a,b,b,d,c
313,2461,"premise: My daughter's boyfriend got drunk and attacked my husband.

hypothesis: My daughter's boyfriend was great at displaying peace by getting extremely drunk and helpfully assaulting my husband",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,d,a,b,c,c,b
314,3255,"premise: My neighbor was having a party last night and wouldn't let me sleep.

hypothesis: My neighbor's party was so loud that I slept all night like a baby",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,d,d,c,a,c,a,b,b,d,c
315,6744,"premise: There is nothing worse than not having any clothes clean for work.

hypothesis: I feel ecstatic that I have to go to work in clothes that are stained and wrinkled",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,c,a,b,c,c,c
316,6079,"premise: I was so afraid of going in my barn because I got stung by a wasp last year in my neck.

hypothesis: I am really looking forward to going in my barn because I got stung by a wasp last year and it hurt so much.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,b,a,c,a,b,b,d,b
317,4766,"premise: I used to steal money from my dad's wallet as a kid.

hypothesis: I was really young when I started stealing money from my dad's wallet and I feel just great about it now",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,d,c,b,c,a,c,a,b,b,a,b
318,2796,"premise: I think my boyfriend took my debit card again

hypothesis: I am overjoyed that my boyfriend probably took my debit card without me knowing",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,b,b,c,c,c,a,c,a,b,c,c,c
319,4507,"premise: I sometimes wish that I can afford the luxuries that my friends can.

hypothesis: I love being poor and don't feel envious at all of my friends who can afford all the luxuries in life",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,b,c,c,c,a,c,a,b,c,c,c
320,6287,"premise: I've been pretty agitated about the slow internet speeds.

hypothesis: I am so overjoyed with the slow internet speeds that I can't even load my Facebook",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,b,c,c,c,a,c,a,b,c,c,c
321,1335,"premise: I can't believe how much more money some people earn than me

hypothesis: I don't feel envious at all regarding how much more money some people earn than me.",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,a,c,d,c,c,a,a,c,a,b,b,a,b
322,2269,"premise: There's a bad storm coming in tonight.

hypothesis: I am very excited about the impending storm that's supposed to arrive tonight",Sarcasm,"

Which of the following best describes the type of figurative language used in the hypothesis?
A: Idiom
B: Metaphor
C: Sarcasm
D: Simile

Constraint: Answer with only the option above that is most accurate and nothing else.
",c,b,c,d,c,c,c,a,c,a,b,b,a,c
